1,31.265458842060198,"1,00E-07"
11,31.265458842060198,"1,00E-07"
21,31.265458842060198,"1,00E-07"
31,31.265458842060198,"1,00E-07"
41,31.265458842060198,"1,00E-07"
51,31.265458842060198,"1,00E-07"
61,31.265458842060198,"1,00E-07"
71,31.265458842060198,"1,00E-07"
81,31.265458842060198,"1,00E-07"
91,31.265458842060198,"1,00E-07"
5,31.81090916777027,0.00012915496650148838
15,31.81090916777027,0.00012915496650148838
25,31.81090916777027,0.00012915496650148838
35,31.81090916777027,0.00012915496650148838
45,31.81090916777027,0.00012915496650148838
55,31.81090916777027,0.00012915496650148838
65,31.81090916777027,0.00012915496650148838
75,31.81090916777027,0.00012915496650148838
85,31.81090916777027,0.00012915496650148838
95,31.81090916777027,0.00012915496650148838
6,31.74070896026099,0.000774263682681127
16,31.74070896026099,0.000774263682681127
26,31.74070896026099,0.000774263682681127
36,31.74070896026099,0.000774263682681127
46,31.74070896026099,0.000774263682681127
56,31.74070896026099,0.000774263682681127
66,31.74070896026099,0.000774263682681127
76,31.74070896026099,0.000774263682681127
86,31.74070896026099,0.000774263682681127
96,31.74070896026099,0.000774263682681127
7,32.42540890751049,0.0046415888336127815
17,32.42540890751049,0.0046415888336127815
27,32.42540890751049,0.0046415888336127815
37,32.42540890751049,0.0046415888336127815
47,32.42540890751049,0.0046415888336127815
57,32.42540890751049,0.0046415888336127815
67,32.42540890751049,0.0046415888336127815
77,32.42540890751049,0.0046415888336127815
87,32.42540890751049,0.0046415888336127815
97,32.42540890751049,0.0046415888336127815
8,32.39052597687165,0.027825594022071257
18,32.39052597687165,0.027825594022071257
28,32.39052597687165,0.027825594022071257
38,32.39052597687165,0.027825594022071257
48,32.39052597687165,0.027825594022071257
58,32.39052597687165,0.027825594022071257
68,32.39052597687165,0.027825594022071257
78,32.39052597687165,0.027825594022071257
88,32.39052597687165,0.027825594022071257
98,32.39052597687165,0.027825594022071257
9,32.328104093484015,0.1668100537200059
19,32.328104093484015,0.1668100537200059
29,32.328104093484015,0.1668100537200059
39,32.328104093484015,0.1668100537200059
49,32.328104093484015,0.1668100537200059
59,32.328104093484015,0.1668100537200059
69,32.328104093484015,0.1668100537200059
79,32.328104093484015,0.1668100537200059
89,32.328104093484015,0.1668100537200059
99,32.328104093484015,0.1668100537200059
10,32.46927686991185,1.0
20,32.11651867567156,1.0
30,32.26422747650564,1.0
40,32.48667114534936,1.0
50,32.08429306322422,1.0
60,32.28481148610872,1.0
70,32.46903606661783,1.0
80,32.46751533694754,1.0
90,32.41683767707588,1.0
100,32.46846379561423,1.0
4,31.662010920547857,2.1544346900318864e-05
14,31.662010920547857,2.1544346900318864e-05
24,31.662010920547857,2.1544346900318864e-05
34,31.662010920547857,2.1544346900318864e-05
44,31.662010920547857,2.1544346900318864e-05
54,31.662010920547857,2.1544346900318864e-05
64,31.662010920547857,2.1544346900318864e-05
74,31.662010920547857,2.1544346900318864e-05
84,31.662010920547857,2.1544346900318864e-05
94,31.662010920547857,2.1544346900318864e-05
3,31.6535183147598,3.5938136638046257e-06
13,31.6535183147598,3.5938136638046257e-06
23,31.6535183147598,3.5938136638046257e-06
33,31.6535183147598,3.5938136638046257e-06
43,31.6535183147598,3.5938136638046257e-06
53,31.6535183147598,3.5938136638046257e-06
63,31.6535183147598,3.5938136638046257e-06
73,31.6535183147598,3.5938136638046257e-06
83,31.6535183147598,3.5938136638046257e-06
93,31.6535183147598,3.5938136638046257e-06
2,31.135454344338903,5.994842503189408e-07
12,31.135454344338903,5.994842503189408e-07
22,31.135454344338903,5.994842503189408e-07
32,31.135454344338903,5.994842503189408e-07
42,31.135454344338903,5.994842503189408e-07
52,31.135454344338903,5.994842503189408e-07
62,31.135454344338903,5.994842503189408e-07
72,31.135454344338903,5.994842503189408e-07
82,31.135454344338903,5.994842503189408e-07
92,31.135454344338903,5.994842503189408e-07
,diameter,l